Time,Roll,Pitch,Yaw,AccelX,AccelY,AccelZ,Letter,Name
1525970638,0.081953738,0.074961501,-0.391834529,0.002108097,-0.002180822,0.020440817,A,James
1525970638,0.082670921,0.075325893,-0.391191514,-0.017324924,0.005338907,0.031173229,A,James
1525970638,0.08320607,0.075497037,-0.390803385,-0.008440971,-0.002363965,0.022082984,A,James
1525970638,0.08316439,0.075784863,-0.390562152,0.004770584,-0.007799014,0.006989062,A,James
1525970638,0.082724167,0.07621832,-0.390391589,0.010520816,-1.21E-05,0.010944664,A,James
1525970638,0.082046418,0.076332063,-0.390299922,0.007471874,0.000620142,0.01506573,A,James
1525970638,0.081347335,0.075847809,-0.390240609,0.008575588,-0.008728072,0.004249275,A,James
1525970638,0.080814335,0.075111826,-0.39010303,0.015555292,-0.008393839,-0.020173192,A,James
1525970638,0.080317764,0.074657913,-0.389796773,0.010522455,-0.000210002,-0.042957187,A,James
1525970638,0.07966298,0.07459407,-0.389445139,-0.002422631,-0.006407708,-0.048484981,A,James
1525970638,0.079144036,0.0748191,-0.389385752,-0.017850876,-0.015674271,-0.04357785,A,James
1525970638,0.079030314,0.075181129,-0.389649594,-0.013295367,-0.005211942,-0.029664695,A,James
1525970638,0.07914047,0.075420954,-0.389860077,-0.003805667,-0.004911758,-0.018537164,A,James
1525970638,0.079213491,0.075480688,-0.389849096,0.001203284,-0.00091543,-0.015068412,A,James
1525970638,0.079332578,0.075376541,-0.389671263,-0.001860663,-0.001995847,-0.013895035,A,James
1525970638,0.079902746,0.075118567,-0.389471284,-0.005892709,-0.000757724,-0.010579288,A,James
1525970638,0.080950132,0.074606802,-0.389261975,-0.000116177,-0.002244622,-0.009755254,A,James
1525970638,0.082004969,0.073929335,-0.388937071,0.006994739,-0.002721854,-0.016718268,A,James
1525970638,0.082824065,0.073327547,-0.388575436,0.004376456,-0.004847892,-0.027254701,A,James
1525970638,0.083240378,0.072956786,-0.388292575,0.0032738,-0.009154424,-0.030909002,A,James
1525970638,0.083206682,0.072926445,-0.388090191,0.003780127,-0.011381954,-0.030141056,A,James
1525970638,0.083042136,0.073218344,-0.387974644,0.003396116,-0.012509905,-0.025265872,A,James
1525970638,0.082935148,0.073611561,-0.387811907,0.013102621,-0.009615302,-0.013902724,A,James
1525970638,0.083018277,0.073817619,-0.387524649,0.010091573,-0.006861582,0.002585292,A,James
