Time,Roll,Pitch,Yaw,AccelX,AccelY,AccelZ,Letter,Name
1525973743,0.049391945,0.070175619,2.640360692,0.009175561,-0.000652231,0.006072521,V,Kevin
1525973743,0.051896309,0.072449542,2.641281863,-0.024881467,0.011381544,0.010300875,V,Kevin
1525973743,0.055008302,0.07412453,2.643019979,-0.021321289,0.046468779,0.016665399,V,Kevin
1525973743,0.059005875,0.075406839,2.645322258,-0.001110576,0.047381297,0.034348011,V,Kevin
1525973743,0.063282315,0.076536216,2.647875887,0.023676008,0.048324302,0.038655818,V,Kevin
1525973743,0.066881087,0.078109906,2.650806161,0.028907806,0.057888903,0.052339256,V,Kevin
1525973743,0.068551621,0.080539211,2.654164352,0.01921799,0.067115985,0.062379956,V,Kevin
1525973743,0.067291985,0.083831742,2.657690914,-0.00976935,0.081292182,0.078980148,V,Kevin
1525973743,0.062870179,0.087092852,2.660775247,-0.041853942,0.100791998,0.1065768,V,Kevin
1525973743,0.056305035,0.089326638,2.662867015,-0.070806168,0.118993051,0.0992167,V,Kevin
1525973743,0.048980058,0.090388869,2.663708458,-0.083092883,0.118311495,0.06956768,V,Kevin
1525973743,0.041866133,0.091013104,2.663494911,-0.086221084,0.134420827,0.043145239,V,Kevin
1525973743,0.035435214,0.091951342,2.662821224,-0.086196713,0.157495648,0.025042295,V,Kevin
1525973743,0.029762575,0.093446857,2.662038443,-0.086772516,0.186374277,0.02221936,V,Kevin
1525973743,0.025318014,0.095013367,2.661191756,-0.094567582,0.220633417,0.024864197,V,Kevin
1525973743,0.022835036,0.095939318,2.660142318,-0.103233419,0.249356657,0.030191243,V,Kevin
1525973743,0.021845689,0.096072358,2.658881005,-0.105254576,0.281044275,0.044971049,V,Kevin
1525973743,0.021042635,0.095775148,2.657850238,-0.101450026,0.308595717,0.07370317,V,Kevin
1525973743,0.019627405,0.095508309,2.657125245,-0.111577712,0.331492931,0.095790982,V,Kevin
1525973743,0.017231657,0.09562806,2.656235732,-0.117844827,0.345177203,0.111707866,V,Kevin
1525973743,0.013946536,0.096094317,2.654808323,-0.11446768,0.345763385,0.121052623,V,Kevin
1525973743,0.010307261,0.096580039,2.652742801,-0.113088027,0.353479505,0.136537492,V,Kevin
1525973743,0.006830675,0.096317795,2.65016958,-0.116219737,0.360420644,0.153361797,V,Kevin
1525973743,0.003470275,0.094961744,2.647451414,-0.098074384,0.35160923,0.167073607,V,Kevin
1525973743,5.38E-05,0.092691284,2.644906267,-0.080299519,0.343931913,0.181635559,V,Kevin
1525973743,-0.003300543,0.089636476,2.64252332,-0.078103095,0.344979137,0.178597093,V,Kevin
1525973743,-0.005955993,0.085787115,2.640127566,-0.076341331,0.320911407,0.14889276,V,Kevin
1525973743,-0.007711264,0.081055243,2.637265101,-0.077702314,0.303119242,0.108259439,V,Kevin
1525973743,-0.008513499,0.075730263,2.633914353,-0.089869156,0.303395331,0.063809097,V,Kevin
1525973743,-0.008329739,0.069956873,2.629950974,-0.091742612,0.290587693,0.029394984,V,Kevin
1525973743,-0.007449607,0.063853617,2.625368192,-0.066570774,0.265104175,0.005731583,V,Kevin
1525973743,-0.006624803,0.057715883,2.620563809,-0.035515793,0.250722796,-0.002297342,V,Kevin
1525973743,-0.006741924,0.052205787,2.616146776,-0.009350075,0.231732249,0.007632852,V,Kevin
1525973743,-0.008050228,0.047386151,2.612024179,0.011596404,0.215138808,0.000844002,V,Kevin
1525973743,-0.010225379,0.042753173,2.607648313,0.024269201,0.181549355,-0.034001291,V,Kevin
1525973743,-0.012368754,0.038235374,2.602860089,0.03616311,0.131503031,-0.071867526,V,Kevin
1525973743,-0.014182146,0.033864954,2.597961266,0.041822463,0.090209186,-0.100435853,V,Kevin
1525973743,-0.015534593,0.029795823,2.59353488,0.056664769,0.046042025,-0.109435916,V,Kevin
1525973743,-0.016401326,0.025975906,2.59019146,0.073249303,0.007204674,-0.091185331,V,Kevin
1525973743,-0.016102091,0.021703444,2.587969553,0.079696238,-0.029903485,-0.060988307,V,Kevin
1525973743,-0.014200439,0.016419739,2.586295697,0.066184744,-0.071761541,-0.040000021,V,Kevin
1525973743,-0.01150796,0.010001675,2.58435999,0.064607717,-0.127876908,-0.014581561,V,Kevin
1525973744,-0.008846969,0.002892041,2.581872043,0.060406264,-0.175223812,0.000872195,V,Kevin
1525973744,-0.006766064,-0.004753403,2.578297523,0.0651308,-0.226784021,-0.004184604,V,Kevin
1525973744,-0.006189945,-0.012390316,2.573599136,0.09336289,-0.27635178,-0.024433672,V,Kevin
1525973744,-0.007770963,-0.018842665,2.568395845,0.109850802,-0.303982556,-0.0413149,V,Kevin
1525973744,-0.011439649,-0.0236909,2.563105754,0.135398597,-0.327338576,-0.052683651,V,Kevin
1525973744,-0.015969936,-0.027584056,2.557674883,0.155764207,-0.348320305,-0.074879229,V,Kevin
1525973744,-0.020331706,-0.031097075,2.552155465,0.162440836,-0.362741858,-0.099612772,V,Kevin
1525973744,-0.023929462,-0.034457563,2.54662311,0.154573977,-0.356289119,-0.118570745,V,Kevin
1525973744,-0.026344824,-0.037534182,2.540953486,0.135270983,-0.355777919,-0.144041181,V,Kevin
1525973744,-0.028067875,-0.039984945,2.534852007,0.116100229,-0.356334776,-0.155688107,V,Kevin
1525973744,-0.029918977,-0.041582107,2.528368895,0.10700658,-0.350118101,-0.148543596,V,Kevin
1525973744,-0.03232621,-0.042467426,2.521582193,0.092533141,-0.331532419,-0.137013197,V,Kevin
1525973744,-0.03484135,-0.042590309,2.514717953,0.088742532,-0.319554985,-0.123858154,V,Kevin
1525973744,-0.036980597,-0.042120874,2.508141464,0.089811079,-0.299890399,-0.111494362,V,Kevin
1525973744,-0.038457813,-0.041114257,2.502203023,0.089258127,-0.281947404,-0.102520764,V,Kevin
1525973744,-0.038856724,-0.039636136,2.497124873,0.092161164,-0.269270539,-0.089796484,V,Kevin
1525973744,-0.037865086,-0.038100625,2.492771477,0.07997334,-0.261525869,-0.08530432,V,Kevin
1525973744,-0.035984174,-0.036591592,2.489004361,0.068438292,-0.258339405,-0.071430445,V,Kevin
